CODCLI,REPRESENTACAO
55570,0.00015%
321152,0.00015%
329676,0.00015%
17604,0.00015%
301803,0.00015%
330216,0.00015%
3409,0.00015%
65157,0.00015%
327770,0.00015%
318765,0.00015%
318810,0.00015%
318987,0.00015%
319323,0.00015%
295297,0.00015%
320823,0.00015%
310617,0.00015%
323722,0.00015%
33263,0.00015%
325293,0.00015%
325481,0.00015%
326635,0.00015%
327346,0.00015%
327584,0.00015%
329891,0.00015%
330003,0.00015%
295256,0.00015%
17720,0.00015%
57710,0.00015%
331040,0.00015%
332106,0.00015%
332377,0.00015%
332769,0.00015%
332929,0.00015%
333057,0.00015%
333412,0.00015%
19662,0.00015%
318662,0.00015%
319846,0.00015%
305425,0.00015%
326915,0.00015%
15614,0.00015%
331535,0.00015%
61991,0.00015%
314358,0.00015%
334298,0.00015%
13727,0.00015%
307741,0.00015%
333908,0.00015%
328627,0.00015%
329666,0.00015%
331085,0.00015%
332150,0.00015%
333878,0.00015%
64694,0.00015%
25515,0.00015%
326246,0.00015%
326883,0.00015%
33260,0.00015%
20339,0.00015%
329233,0.00015%
329235,0.00015%
329435,0.00015%
18282,0.00015%
331656,0.00015%
334374,0.00015%
270918,0.00015%
323666,0.00015%
327343,0.00015%
325173,0.00015%
319042,0.00015%
22152,0.00015%
320676,0.00015%
6942,0.00015%
309278,0.00015%
320366,0.00015%
333648,0.00015%
324716,0.00015%
328024,0.00015%
331410,0.00015%
62304,0.00015%
14135,0.00015%
3689,0.00015%
59923,0.00015%
309705,0.00015%
325544,0.00015%
326753,0.00015%
323715,0.00015%
332512,0.00015%
55399,0.00015%
319726,0.00015%
270018,0.00015%
333966,0.00015%
312215,0.00015%
330583,0.00015%
328185,0.00015%
308033,0.00015%
325221,0.00015%
19851,0.00015%
312838,0.00015%
324726,0.00015%
301564,0.00015%
63529,0.00015%
330741,0.00015%
334081,0.00015%
331909,0.00015%
328528,0.00015%
333958,0.00015%
19996,0.00015%
320469,0.00015%
329467,0.00015%
309126,0.00015%
268246,0.00015%
57529,0.00015%
15581,0.00015%
318002,0.00015%
324087,0.00015%
329598,0.00015%
332783,0.00015%
268236,0.00015%
318783,0.00015%
320046,0.00015%
327834,0.00015%
12195,0.00015%
333075,0.00015%
333125,0.00015%
322892,0.00015%
333377,0.00015%
333986,0.00015%
22151,0.00015%
271514,0.00015%
11879,0.00015%
268415,0.00015%
308527,0.00015%
325430,0.00015%
14439,0.00015%
18469,0.00015%
319247,0.00015%
305813,0.00015%
19289,0.00015%
329115,0.00015%
329917,0.00015%
14387,0.00015%
332299,0.00015%
318513,0.00015%
318444,0.00015%
328194,0.00015%
333201,0.00015%
325803,0.00015%
329508,0.00015%
17271,0.00015%
334352,0.00015%
332014,0.00015%
321141,0.00015%
57675,0.00015%
270317,0.00015%
13582,0.00015%
16527,0.00015%
329271,0.00015%
329262,0.00015%
330001,0.00015%
16500,0.00015%
321174,0.00015%
324799,0.00015%
325493,0.00015%
331058,0.00015%
309243,0.00015%
331372,0.00015%
332464,0.00015%
330347,0.00015%
325065,0.00015%
321229,0.00015%
55757,0.00015%
305366,0.00015%
329702,0.00015%
331828,0.00015%
306937,0.00015%
325686,0.00015%
189,0.00015%
325330,0.00015%
327521,0.00015%
328230,0.00015%
330023,0.00015%
333555,0.00015%
334037,0.00015%
318061,0.00015%
319890,0.00015%
319149,0.00015%
302776,0.00015%
9446,0.00015%
327078,0.00015%
329006,0.00015%
269687,0.00015%
329007,0.00015%
320617,0.00015%
327528,0.00015%
331238,0.00015%
303230,0.00015%
333668,0.00015%
332477,0.00015%
302172,0.00015%
302410,0.00015%
271553,0.00015%
314221,0.00015%
332737,0.00015%
332628,0.00015%
320238,0.00015%
20451,0.00015%
32919,0.00015%
319274,0.00015%
63490,0.00015%
327383,0.00015%
26122,0.00015%
57660,0.00015%
333653,0.00015%
295310,0.00015%
21183,0.00015%
331542,0.00015%
13963,0.00015%
333321,0.00015%
333920,0.00015%
320273,0.00015%
325751,0.00015%
32392,0.00015%
328614,0.00015%
328578,0.00015%
314927,0.00015%
316715,0.00015%
312514,0.00015%
24964,0.00015%
308847,0.00015%
33704,0.00015%
21140,0.00015%
59688,0.00015%
19075,0.00015%
315456,0.00015%
312588,0.00015%
307509,0.00015%
306496,0.00015%
320017,0.00015%
14356,0.00015%
325425,0.00015%
21291,0.00015%
57414,0.00015%
61465,0.00015%
330789,0.00015%
332604,0.00015%
332911,0.00015%
314870,0.00015%
331891,0.00015%
33473,0.00015%
269695,0.00015%
307660,0.00015%
14435,0.00015%
308517,0.00015%
319627,0.00015%
61612,0.00015%
308919,0.00015%
62853,0.00015%
18995,0.00015%
327466,0.00015%
329642,0.00015%
332010,0.00015%
332636,0.00015%
333689,0.00015%
333840,0.00015%
268356,0.00015%
305899,0.00015%
328789,0.00015%
270025,0.00015%
310226,0.00015%
334190,0.00015%
313175,0.00015%
317467,0.00015%
313914,0.00015%
320723,0.00015%
24982,0.00015%
14595,0.00015%
313744,0.00015%
332978,0.00015%
17726,0.00015%
333084,0.00015%
333969,0.00015%
330366,0.00015%
314946,0.00015%
331671,0.00015%
332289,0.00015%
333198,0.00015%
330553,0.00015%
310771,0.00015%
318136,0.00015%
267455,0.00015%
324884,0.00015%
329344,0.00015%
62580,0.00015%
302512,0.00015%
20206,0.00015%
63072,0.00015%
64691,0.00015%
307412,0.00015%
318949,0.00015%
62157,0.00015%
20969,0.00015%
309189,0.00015%
271389,0.00015%
295134,0.00015%
331882,0.00015%
323545,0.00015%
270281,0.00015%
303376,0.00015%
330279,0.00015%
326947,0.00015%
21217,0.00015%
327943,0.00015%
334375,0.00015%
326097,0.00015%
21398,0.00015%
305284,0.00015%
308256,0.00015%
305829,0.00015%
61761,0.00015%
332598,0.00015%
331613,0.00015%
320998,0.00015%
295135,0.00015%
317867,0.00015%
333938,0.00015%
33367,0.00015%
330928,0.00015%
21928,0.00015%
333864,0.00015%
25738,0.00015%
318210,0.00015%
16050,0.00015%
302173,0.00015%
269915,0.00015%
330746,0.00015%
331251,0.00015%
331596,0.00015%
332728,0.00015%
65069,0.00015%
333329,0.00015%
331493,0.00015%
321192,0.00015%
64560,0.00015%
17528,0.00015%
32605,0.00015%
333550,0.00015%
22094,0.00015%
62988,0.00015%
270036,0.00015%
324482,0.00015%
319336,0.00015%
320809,0.00015%
33449,0.00015%
271527,0.00015%
2343,0.00015%
327577,0.00015%
330424,0.00015%
330440,0.00015%
330704,0.00015%
61855,0.00015%
331433,0.00015%
316982,0.00015%
332467,0.00015%
301483,0.00015%
2105,0.00015%
17163,0.00015%
332695,0.00015%
269568,0.00015%
63905,0.00015%
3780,0.00015%
332883,0.00015%
325701,0.00015%
330786,0.00015%
319246,0.00015%
331471,0.00015%
333930,0.00015%
21181,0.00015%
311925,0.00015%
317879,0.00015%
6460,0.00015%
319592,0.00015%
324960,0.00015%
325880,0.00015%
326143,0.00015%
326362,0.00015%
329239,0.00015%
309230,0.00015%
20814,0.00015%
319587,0.00015%
63596,0.00015%
320673,0.00015%
61898,0.00015%
333872,0.00015%
313206,0.00015%
270582,0.00015%
57472,0.00015%
22361,0.00015%
325642,0.00015%
333466,0.00015%
325553,0.00015%
319193,0.00015%
324853,0.00015%
310407,0.00015%
328907,0.00015%
301919,0.00015%
24522,0.00015%
320378,0.00015%
330128,0.00015%
266677,0.00015%
312652,0.00015%
20803,0.00015%
326287,0.00015%
268292,0.00015%
325987,0.00015%
57442,0.00015%
13563,0.00015%
320019,0.00015%
18527,0.00015%
332252,0.00015%
312804,0.00015%
331005,0.00015%
325747,0.00015%
326158,0.00015%
326407,0.00015%
330912,0.00015%
16735,0.00015%
19761,0.00015%
329408,0.00015%
331683,0.00015%
333441,0.00015%
328104,0.00015%
267430,0.00015%
332033,0.00015%
331715,0.00015%
320327,0.00015%
309167,0.00015%
330888,0.00015%
318622,0.00015%
325392,0.00015%
309519,0.00015%
330412,0.00015%
323969,0.00015%
317809,0.00015%
59597,0.00015%
20155,0.00015%
268036,0.00015%
326331,0.00015%
270364,0.00015%
330132,0.00015%
301860,0.00015%
307034,0.00015%
65334,0.00015%
333783,0.00015%
63471,0.00015%
307574,0.00015%
314684,0.00015%
319176,0.00015%
320939,0.00015%
321136,0.00015%
20146,0.00015%
327080,0.00015%
330113,0.00015%
270070,0.00015%
330317,0.00015%
330976,0.00015%
307322,0.00015%
55536,0.00015%
334240,0.00015%
334160,0.00015%
301613,0.00015%
334384,0.00015%
329627,0.00015%
20171,0.00015%
333737,0.00015%
333676,0.00015%
65204,0.00015%
326430,0.00015%
269839,0.00015%
324771,0.00015%
315142,0.00015%
317150,0.00015%
25837,0.00015%
55966,0.00015%
326926,0.00015%
332446,0.00015%
316721,0.00015%
331647,0.00015%
13670,0.00015%
308857,0.00015%
319501,0.00015%
327022,0.00015%
329533,0.00015%
330124,0.00015%
331740,0.00015%
314817,0.00015%
334163,0.00015%
14115,0.00015%
320445,0.00015%
320621,0.00015%
312671,0.00015%
327422,0.00015%
328231,0.00015%
13861,0.00015%
270003,0.00015%
321456,0.00015%
333579,0.00015%
63732,0.00015%
25387,0.00015%
317516,0.00015%
269413,0.00015%
327650,0.00015%
58545,0.00015%
316837,0.00015%
13459,0.00015%
325617,0.00015%
63109,0.00015%
334313,0.00015%
320127,0.00015%
305526,0.00015%
324749,0.00015%
319840,0.00015%
327599,0.00015%
19042,0.00015%
323605,0.00015%
330484,0.00015%
326844,0.00015%
327427,0.00015%
331204,0.00015%
331605,0.00015%
19921,0.00015%
334133,0.00015%
320209,0.00015%
330659,0.00015%
333252,0.00015%
320892,0.00015%
332093,0.00015%
334296,0.00015%
308528,0.00015%
57732,0.00015%
57645,0.00015%
334327,0.00015%
331032,0.00015%
332784,0.00015%
323693,0.00015%
319582,0.00015%
332674,0.00015%
302053,0.00015%
330630,0.00015%
22471,0.00015%
267106,0.00015%
327920,0.00015%
330069,0.00015%
65028,0.00015%
25195,0.00015%
267649,0.00015%
329066,0.00015%
310202,0.00015%
58189,0.00015%
271204,0.00015%
331540,0.00015%
59504,0.00015%
332011,0.00015%
16876,0.00015%
16430,0.00015%
24894,0.00015%
320711,0.00015%
61797,0.00015%
327821,0.00015%
328518,0.00015%
307064,0.00015%
20668,0.00015%
16679,0.00015%
330107,0.00015%
323712,0.00015%
325800,0.00015%
317662,0.00015%
17887,0.00015%
28516,0.00015%
266792,0.00015%
16975,0.00015%
55370,0.00015%
328600,0.00015%
64110,0.00015%
307117,0.00015%
333702,0.00015%
14124,0.00015%
268543,0.00015%
268467,0.00015%
302617,0.00015%
301645,0.00015%
271649,0.00015%
295228,0.00015%
327183,0.00015%
310287,0.00015%
334254,0.00015%
20852,0.00015%
56150,0.00015%
330252,0.00015%
12449,0.00015%
333170,0.00015%
328804,0.00015%
308959,0.00015%
331573,0.00015%
303233,0.00015%
308693,0.00015%
314402,0.00015%
333361,0.00015%
317458,0.00015%
321202,0.00015%
33727,0.00015%
327649,0.00015%
329339,0.00015%
331111,0.00015%
305860,0.00015%
17767,0.00015%
330165,0.00015%
267877,0.00015%
332606,0.00015%
316829,0.00015%
319206,0.00015%
320858,0.00015%
325994,0.00015%
13334,0.00015%
327799,0.00015%
333433,0.00015%
268256,0.00015%
330044,0.00015%
330900,0.00015%
28599,0.00015%
307882,0.00015%
24805,0.00015%
17565,0.00015%
58411,0.00015%
332815,0.00015%
326421,0.00015%
333488,0.00015%
13776,0.00015%
314527,0.00015%
303326,0.00015%
324453,0.00015%
332650,0.00015%
334038,0.00015%
319173,0.00015%
319383,0.00015%
317720,0.00015%
321034,0.00015%
266692,0.00015%
327718,0.00015%
57381,0.00015%
325999,0.00015%
58295,0.00015%
305896,0.00015%
330732,0.00015%
331199,0.00015%
301867,0.00015%
329536,0.00015%
32584,0.00015%
330125,0.00015%
303257,0.00015%
327626,0.00015%
307132,0.00015%
317402,0.00015%
330152,0.00015%
269615,0.00015%
331895,0.00015%
2916,0.00015%
25281,0.00015%
33846,0.00015%
333267,0.00015%
334219,0.00015%
328275,0.00015%
328295,0.00015%
307602,0.00015%
329349,0.00015%
25142,0.00015%
332982,0.00015%
324080,0.00015%
324215,0.00015%
325746,0.00015%
64872,0.00015%
325058,0.00015%
33277,0.00015%
328834,0.00015%
16931,0.00015%
20620,0.00015%
327719,0.00015%
332274,0.00015%
331689,0.00015%
62450,0.00015%
63604,0.00015%
28692,0.00015%
320781,0.00015%
301442,0.00015%
270031,0.00015%
319808,0.00015%
324457,0.00015%
318676,0.00015%
21559,0.00015%
317734,0.00015%
232,0.00015%
313742,0.00015%
301605,0.00015%
63316,0.00015%
333961,0.00015%
59843,0.00015%
26308,0.00015%
2338,0.00015%
325161,0.00015%
318922,0.00015%
2372,0.00015%
24970,0.00015%
333813,0.00015%
331727,0.00015%
328685,0.00015%
333817,0.00015%
59737,0.00015%
333566,0.00015%
310580,0.00015%
16620,0.00015%
312224,0.00015%
317036,0.00015%
21990,0.00015%
334393,0.00015%
329949,0.00015%
59810,0.00015%
334301,0.00015%
324897,0.00015%
62299,0.00015%
330224,0.00015%
17883,0.00015%
326938,0.00015%
330133,0.00015%
331668,0.00015%
332717,0.00015%
333951,0.00015%
334165,0.00015%
326562,0.00015%
333239,0.00015%
316913,0.00015%
20662,0.00015%
57986,0.00015%
22358,0.00015%
318876,0.00015%
266672,0.00015%
328112,0.00015%
328899,0.00015%
328871,0.00015%
17955,0.00015%
331019,0.00015%
331776,0.00015%
271567,0.00015%
329486,0.00015%
308139,0.00015%
329464,0.00015%
324477,0.00015%
334284,0.00015%
332721,0.00015%
26073,0.00015%
326454,0.00015%
332781,0.00015%
333978,0.00015%
57717,0.00015%
18288,0.00015%
65113,0.00015%
266720,0.00015%
307248,0.00015%
331515,0.00015%
333596,0.00015%
332197,0.00015%
19069,0.00015%
267740,0.00015%
12507,0.00015%
332608,0.00015%
305840,0.00015%
333854,0.00015%
15546,0.00015%
333851,0.00015%
323587,0.00015%
329489,0.00015%
21045,0.00015%
11988,0.00015%
333853,0.00015%
319763,0.00015%
32660,0.00015%
30383,0.00015%
55397,0.00015%
326427,0.00015%
329868,0.00015%
17048,0.00015%
267368,0.00015%
63722,0.00015%
327499,0.00015%
33597,0.00015%
20139,0.00015%
62692,0.00015%
312281,0.00015%
28481,0.00015%
333414,0.00015%
22009,0.00015%
19633,0.00015%
313799,0.00015%
328021,0.00015%
17263,0.00015%
329543,0.00015%
320651,0.00015%
324781,0.00015%
323765,0.00015%
310385,0.00015%
307695,0.00015%
313774,0.00015%
320743,0.00015%
314500,0.00015%
314464,0.00015%
318770,0.00015%
268483,0.00015%
14455,0.00015%
266969,0.00015%
333982,0.00015%
314738,0.00015%
326896,0.00015%
334151,0.00015%
332960,0.00015%
268154,0.00015%
331014,0.00015%
332059,0.00015%
18042,0.00015%
327536,0.00015%
64272,0.00015%
320688,0.00015%
333401,0.00015%
334244,0.00015%
332909,0.00015%
316483,0.00015%
334040,0.00015%
320696,0.00015%
333193,0.00015%
271620,0.00015%
271304,0.00015%
328384,0.00015%
329984,0.00015%
328368,0.00015%
328453,0.00015%
328402,0.00015%
271177,0.00015%
309919,0.00015%
330679,0.00015%
331556,0.00015%
331872,0.00015%
59559,0.00015%
333114,0.00015%
334095,0.00015%
333481,0.00015%
333502,0.00015%
333939,0.00015%
323883,0.00015%
326479,0.00015%
319870,0.00015%
323759,0.00015%
323717,0.00015%
323549,0.00015%
323768,0.00015%
323521,0.00015%
324611,0.00015%
21737,0.00015%
319959,0.00015%
321231,0.00015%
22658,0.00015%
324774,0.00015%
325023,0.00015%
325463,0.00015%
310492,0.00015%
324855,0.00015%
326904,0.00015%
327198,0.00015%
327099,0.00015%
327158,0.00015%
32752,0.00015%
17437,0.00015%
311869,0.00015%
18732,0.00015%
55582,0.00015%
323960,0.00015%
21486,0.00015%
16184,0.00015%
269425,0.00015%
320333,0.00015%
326875,0.00015%
320243,0.00015%
326922,0.00015%
318349,0.00015%
24841,0.00015%
320932,0.00015%
267419,0.00015%
4152,0.00015%
324714,0.00015%
63073,0.00015%
325894,0.00015%
325971,0.00015%
295276,0.00015%
326655,0.00015%
329819,0.00015%
318159,0.00015%
330694,0.00015%
305355,0.00015%
334168,0.00015%
327684,0.00015%
331138,0.00015%
318651,0.00015%
320413,0.00015%
324340,0.00015%
308184,0.00015%
61424,0.00015%
59928,0.00015%
327378,0.00015%
327537,0.00015%
327846,0.00015%
310100,0.00015%
331832,0.00015%
313245,0.00015%
332635,0.00015%
307420,0.00015%
317393,0.00015%
266404,0.00015%
11942,0.00015%
326123,0.00015%
326551,0.00015%
315244,0.00015%
328915,0.00015%
330345,0.00015%
332566,0.00015%
333330,0.00015%
334279,0.00015%
18630,0.00015%
13464,0.00015%
324885,0.00015%
327858,0.00015%
59432,0.00015%
327360,0.00015%
330546,0.00015%
333948,0.00015%
324898,0.00015%
271172,0.00015%
319281,0.00015%
18703,0.00015%
18712,0.00015%
318669,0.00015%
302718,0.00015%
319775,0.00015%
324048,0.00015%
311898,0.00015%
329154,0.00015%
302587,0.00015%
18204,0.00015%
318441,0.00015%
58143,0.00015%
312779,0.00015%
316468,0.00015%
302344,0.00015%
319886,0.00015%
316947,0.00015%
320329,0.00015%
301168,0.00015%
321223,0.00015%
323519,0.00015%
16344,0.00015%
324759,0.00015%
326632,0.00015%
57581,0.00015%
327052,0.00015%
327379,0.00015%
21816,0.00015%
307012,0.00015%
268438,0.00015%
333270,0.00015%
333350,0.00015%
333826,0.00015%
2898,0.00015%
328236,0.00015%
16440,0.00015%
331246,0.00015%
332662,0.00015%
318191,0.00015%
269964,0.00015%
270153,0.00015%
17723,0.00015%
320487,0.00015%
61698,0.00015%
316513,0.00015%
323999,0.00015%
324114,0.00015%
473,0.00015%
307827,0.00015%
18,0.00015%
56045,0.00015%
318626,0.00015%
319303,0.00015%
266488,0.00015%
319928,0.00015%
314198,0.00015%
65025,0.00015%
270777,0.00015%
33351,0.00015%
13192,0.00015%
33542,0.00015%
61995,0.00015%
328288,0.00015%
20216,0.00015%
309864,0.00015%
332037,0.00015%
331139,0.00015%
332301,0.00015%
332964,0.00015%
333139,0.00015%
57477,0.00015%
334205,0.00015%
334293,0.00015%
15580,0.00015%
318685,0.00015%
320883,0.00015%
317476,0.00015%
326147,0.00015%
329626,0.00015%
330291,0.00015%
331354,0.00015%
331631,0.00015%
333665,0.00015%
310792,0.00015%
319845,0.00015%
324050,0.00015%
26275,0.00015%
325516,0.00015%
325830,0.00015%
316682,0.00015%
62039,0.00015%
330596,0.00015%
332722,0.00015%
333445,0.00015%
334137,0.00015%
332479,0.00015%
328452,0.00015%
332268,0.00015%
330841,0.00015%
306619,0.00015%
329017,0.00015%
22509,0.00015%
330871,0.00015%
330887,0.00015%
334036,0.00015%
329804,0.00015%
58550,0.00015%
334076,0.00015%
64034,0.00015%
270275,0.00015%
16899,0.00015%
329280,0.00015%
320275,0.00015%
321139,0.00015%
321313,0.00015%
317326,0.00015%
271092,0.00015%
326360,0.00015%
326658,0.00015%
327932,0.00015%
333625,0.00015%
308861,0.00015%
314665,0.00015%
321125,0.00015%
55415,0.00015%
328107,0.00015%
332666,0.00015%
55466,0.00015%
334257,0.00015%
21014,0.00015%
327375,0.00015%
324288,0.00015%
320205,0.00015%
320576,0.00015%
329605,0.00015%
271158,0.00015%
320920,0.00015%
24640,0.00015%
302281,0.00015%
314477,0.00015%
320763,0.00015%
326767,0.00015%
328123,0.00015%
65270,0.00015%
306984,0.00015%
318719,0.00015%
320131,0.00015%
321298,0.00015%
315339,0.00015%
327323,0.00015%
332285,0.00015%
57530,0.00015%
22682,0.00015%
22379,0.00015%
17009,0.00015%
269753,0.00015%
334166,0.00015%
22435,0.00015%
321241,0.00015%
321036,0.00015%
316423,0.00015%
327373,0.00015%
268228,0.00015%
319634,0.00015%
324185,0.00015%
324507,0.00015%
58437,0.00015%
58017,0.00015%
328725,0.00015%
329113,0.00015%
330180,0.00015%
330686,0.00015%
331301,0.00015%
332012,0.00015%
332273,0.00015%
333592,0.00015%
312325,0.00015%
334109,0.00015%
22157,0.00015%
334182,0.00015%
327771,0.00015%
329479,0.00015%
33418,0.00015%
320163,0.00015%
55382,0.00015%
326110,0.00015%
321234,0.00015%
17663,0.00015%
317118,0.00015%
269447,0.00015%
57636,0.00015%
58070,0.00015%
329569,0.00015%
332553,0.00015%
332854,0.00015%
64072,0.00015%
320806,0.00015%
325403,0.00015%
64282,0.00015%
328457,0.00015%
331612,0.00015%
20068,0.00015%
55543,0.00015%
334267,0.00015%
329033,0.00015%
62077,0.00015%
2164,0.00015%
330750,0.00015%
319805,0.00015%
320302,0.00015%
324174,0.00015%
324436,0.00015%
324965,0.00015%
328182,0.00015%
329861,0.00015%
33615,0.00015%
333784,0.00015%
328,0.00015%
318667,0.00015%
61970,0.00015%
55414,0.00015%
321123,0.00015%
270569,0.00015%
317644,0.00015%
301274,0.00015%
310683,0.00015%
328338,0.00015%
14406,0.00015%
267169,0.00015%
326112,0.00015%
268364,0.00015%
26161,0.00015%
17160,0.00015%
316737,0.00015%
55377,0.00015%
321056,0.00015%
324339,0.00015%
30453,0.00015%
321358,0.00015%
327208,0.00015%
327327,0.00015%
20315,0.00015%
331325,0.00015%
331709,0.00015%
334199,0.00015%
331165,0.00015%
332341,0.00015%
318214,0.00015%
17272,0.00015%
3223,0.00015%
320317,0.00015%
32683,0.00015%
62434,0.00015%
58177,0.00015%
329109,0.00015%
268480,0.00015%
301638,0.00015%
333230,0.00015%
61713,0.00015%
334174,0.00015%
326752,0.00015%
332933,0.00015%
329124,0.00015%
309816,0.00015%
19989,0.00015%
315307,0.00015%
306498,0.00015%
320870,0.00015%
321077,0.00015%
303288,0.00015%
13850,0.00015%
17843,0.00015%
332188,0.00015%
334020,0.00015%
321319,0.00015%
313496,0.00015%
318817,0.00015%
314319,0.00015%
26330,0.00015%
325648,0.00015%
33691,0.00015%
18284,0.00015%
314432,0.00015%
24588,0.00015%
331271,0.00015%
333277,0.00015%
315487,0.00015%
21365,0.00015%
324718,0.00015%
56255,0.00015%
318698,0.00015%
318507,0.00015%
320292,0.00015%
33732,0.00015%
316725,0.00015%
325910,0.00015%
329079,0.00015%
330730,0.00015%
333210,0.00015%
331026,0.00015%
308552,0.00015%
333766,0.00015%
212,0.00015%
327679,0.00015%
317890,0.00015%
321117,0.00015%
16568,0.00015%
269405,0.00015%
325070,0.00015%
326804,0.00015%
24495,0.00015%
331350,0.00015%
310368,0.00015%
301651,0.00015%
324495,0.00015%
326131,0.00015%
56263,0.00015%
17902,0.00015%
318825,0.00015%
310364,0.00015%
15753,0.00015%
323919,0.00015%
55368,0.00015%
325825,0.00015%
329059,0.00015%
57401,0.00015%
321072,0.00015%
327293,0.00015%
25788,0.00015%
329548,0.00015%
329592,0.00015%
16475,0.00015%
330827,0.00015%
331023,0.00015%
331363,0.00015%
332267,0.00015%
12638,0.00015%
327048,0.00015%
318787,0.00015%
64521,0.00015%
270124,0.00015%
316937,0.00015%
464,0.00015%
330150,0.00015%
310118,0.00015%
268153,0.00015%
13728,0.00015%
25087,0.00015%
319104,0.00015%
319787,0.00015%
13965,0.00015%
334316,0.00015%
26137,0.00015%
318665,0.00015%
55624,0.00015%
26085,0.00015%
267303,0.00015%
63772,0.00015%
64246,0.00015%
61994,0.00015%
305434,0.00015%
329229,0.00015%
329732,0.00015%
331867,0.00015%
305825,0.00015%
332846,0.00015%
62085,0.00015%
318917,0.00015%
320515,0.00015%
323635,0.00015%
324089,0.00015%
325384,0.00015%
325713,0.00015%
326051,0.00015%
327144,0.00015%
327410,0.00015%
4350,0.00015%
330943,0.00015%
330991,0.00015%
310265,0.00015%
318627,0.00015%
323980,0.00015%
328801,0.00015%
318232,0.00015%
320640,0.00015%
317386,0.00015%
329367,0.00015%
332169,0.00015%
56206,0.00015%
330458,0.00015%
32425,0.00015%
33269,0.00015%
329112,0.00015%
328401,0.00015%
331662,0.00015%
16218,0.00015%
19306,0.00015%
21941,0.00015%
22521,0.00015%
320964,0.00015%
267452,0.00015%
334373,0.00015%
319814,0.00015%
332249,0.00015%
332997,0.00015%
334350,0.00015%
329164,0.00015%
332320,0.00015%
305734,0.00015%
314753,0.00015%
330890,0.00015%
330510,0.00015%
331256,0.00015%
19431,0.00015%
332219,0.00015%
330594,0.00015%
330658,0.00015%
330843,0.00015%
330829,0.00015%
309097,0.00015%
306014,0.00015%
331343,0.00015%
332565,0.00015%
318623,0.00015%
320941,0.00015%
19324,0.00015%
324583,0.00015%
324922,0.00015%
328253,0.00015%
329453,0.00015%
329327,0.00015%
21996,0.00015%
267024,0.00015%
310498,0.00015%
314283,0.00015%
322487,0.00015%
327787,0.00015%
330409,0.00015%
330666,0.00015%
332804,0.00015%
61669,0.00015%
317228,0.00015%
318141,0.00015%
56232,0.00015%
33763,0.00015%
328810,0.00015%
14413,0.00015%
324243,0.00015%
333605,0.00015%
320913,0.00015%
63324,0.00015%
334310,0.00015%
319655,0.00015%
323781,0.00015%
309994,0.00015%
270690,0.00015%
331807,0.00015%
18851,0.00015%
309613,0.00015%
325031,0.00015%
317173,0.00015%
329646,0.00015%
329728,0.00015%
331672,0.00015%
15752,0.00015%
333109,0.00015%
329316,0.00015%
323910,0.00015%
331029,0.00015%
331245,0.00015%
331932,0.00015%
17421,0.00015%
332275,0.00015%
302248,0.00015%
319865,0.00015%
328781,0.00015%
330328,0.00015%
331799,0.00015%
320423,0.00015%
319196,0.00015%
320650,0.00015%
55839,0.00015%
326345,0.00015%
332835,0.00015%
333365,0.00015%
333806,0.00015%
330292,0.00015%
267658,0.00015%
26204,0.00015%
320009,0.00015%
315437,0.00015%
25298,0.00015%
328078,0.00015%
330013,0.00015%
302230,0.00015%
320571,0.00015%
324880,0.00015%
30441,0.00015%
329675,0.00015%
312367,0.00015%
62518,0.00015%
333597,0.00015%
333768,0.00015%
313205,0.00015%
325195,0.00015%
57527,0.00015%
330652,0.00015%
333474,0.00015%
328162,0.00015%
268263,0.00015%
320196,0.00015%
58086,0.00015%
332651,0.00015%
334102,0.00015%
318502,0.00015%
325321,0.00015%
331052,0.00015%
324755,0.00015%
329105,0.00015%
329117,0.00015%
333906,0.00015%
17224,0.00015%
323896,0.00015%
267989,0.00015%
331784,0.00015%
332277,0.00015%
15513,0.00015%
20386,0.00015%
320075,0.00015%
16681,0.00015%
328672,0.00015%
328704,0.00015%
330496,0.00015%
332433,0.00015%
333616,0.00015%
319968,0.00015%
317593,0.00015%
331298,0.00015%
331958,0.00015%
25237,0.00015%
332597,0.00015%
302586,0.00015%
308882,0.00015%
334263,0.00015%
268278,0.00015%
318264,0.00015%
307821,0.00015%
332631,0.00015%
333187,0.00015%
57661,0.00015%
332035,0.00015%
268362,0.00015%
308775,0.00015%
17739,0.00015%
267903,0.00015%
325515,0.00015%
25577,0.00015%
59765,0.00015%
302300,0.00015%
326953,0.00015%
328364,0.00015%
328912,0.00015%
331460,0.00015%
22620,0.00015%
332893,0.00015%
57389,0.00015%
328410,0.00015%
329218,0.00015%
20309,0.00015%
315081,0.00015%
332579,0.00015%
333559,0.00015%
326780,0.00015%
308720,0.00015%
311922,0.00015%
321751,0.00015%
330361,0.00015%
325568,0.00015%
326141,0.00015%
325185,0.00015%
329075,0.00015%
269379,0.00015%
332761,0.00015%
333732,0.00015%
333570,0.00015%
324682,0.00015%
328350,0.00015%
329451,0.00015%
15802,0.00015%
331925,0.00015%
332103,0.00015%
333023,0.00015%
331954,0.00015%
332832,0.00015%
325645,0.00015%
16078,0.00015%
332520,0.00015%
333081,0.00015%
334369,0.00015%
32493,0.00015%
22298,0.00015%
334091,0.00015%
323291,0.00015%
309898,0.00015%
325941,0.00015%
307981,0.00015%
308715,0.00015%
301490,0.00015%
320885,0.00015%
55493,0.00015%
