CODCLI,CODPROD,EAN,PRODUTO,ESPECIE,PORTE,IDADE,DEPARTAMENTO,DT_VENDA,QT_VENDA
1,1128,7896029047279,RAÇÃO ÚMIDA WHISKAS SACHÊ FRANGO AO MOLHO PARA GATOS FILHOTES 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
17911,17652,7896029046555,RAÇÃO ÚMIDA WHISKAS SACHÊ PEIXE AO MOLHO PARA GATOS ADULTOS CASTRADOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
1,17652,7896029046555,RAÇÃO ÚMIDA WHISKAS SACHÊ PEIXE AO MOLHO PARA GATOS ADULTOS CASTRADOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
18811,17652,7896029046555,RAÇÃO ÚMIDA WHISKAS SACHÊ PEIXE AO MOLHO PARA GATOS ADULTOS CASTRADOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
16480,17878,7896029047385,RAÇÃO ÚMIDA WHISKAS SACHÊ PEIXE AO MOLHO PARA GATOS SÊNIOR 7+ 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,SÊNIOR,ALIMENTOS,00:00.0,2
303293,1460,7896029046296,RAÇÃO ÚMIDA WHISKAS SACHÊ SALMÃO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
317521,1460,7896029046296,RAÇÃO ÚMIDA WHISKAS SACHÊ SALMÃO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
18782,1460,7896029046296,RAÇÃO ÚMIDA WHISKAS SACHÊ SALMÃO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
16299,1460,7896029046296,RAÇÃO ÚMIDA WHISKAS SACHÊ SALMÃO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
270380,1460,7896029046296,RAÇÃO ÚMIDA WHISKAS SACHÊ SALMÃO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
62006,1460,7896029046296,RAÇÃO ÚMIDA WHISKAS SACHÊ SALMÃO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
18811,1460,7896029046296,RAÇÃO ÚMIDA WHISKAS SACHÊ SALMÃO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
1,56115,7896780807457,RAÇÃO ÚMIDA XISDOG SACHÊ SABORES BABY PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
1,17760,7896780807921,RAÇÃO ÚMIDA XISDOG SACHÊ SABORES DA GRANJA PARA CÃES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,2
59611,17760,7896780807921,RAÇÃO ÚMIDA XISDOG SACHÊ SABORES DA GRANJA PARA CÃES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,4
1,17761,7896780807938,RAÇÃO ÚMIDA XISDOG SACHÊ SABORES DO MAR PARA CÃES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
17108,6942,7898923563800,"RAÇÃO SECA DOG EXCELLENCE PARA CÃES SÊNIOR RAÇAS PEQUENAS 10,1KG",CÃES,PEQUENO,SÊNIOR,ALIMENTOS,00:00.0,1
1,17761,7896780807938,RAÇÃO ÚMIDA XISDOG SACHÊ SABORES DO MAR PARA CÃES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,17759,7896780807914,RAÇÃO ÚMIDA XISDOG SACHÊ XISDOG SABORES DA CARNE PARA CÃES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,5
16744,4849,7898053580395,REGENERADOR ARTICULAR VETNIL CONDROTON 500 MG - 60 COMPRIMIDOS - PARA CÃES,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
15576,55954,7798176420182,REGENERADOR OSTEOARTICULAR LABYES OSTEOCART PLUS - 30 COMPRIMIDOS - PARA CÃES,CÃES,MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
17429,55954,7798176420182,REGENERADOR OSTEOARTICULAR LABYES OSTEOCART PLUS - 30 COMPRIMIDOS - PARA CÃES,CÃES,MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
21506,259404,7897085911955,REPELENTE ANTIPULGAS E CARRAPATOS MUNDO ANIMAL PULGOFF 60 G - PARA CÃES,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
15930,13961,7897085911801,REPELENTE MUNDO ANIMAL GOOD PET EDUCADOR SANITÁRIO 200ML - PARA CÃES,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
63631,260243,7908276701016,ROUPA CIRÚGICA REGULAR ULTRA LIGHT ROSA BALL Nº6,CÃES,MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,BAZAR,00:00.0,1
269611,259547,7898510457673,RAÇÃO SECA HERCOSUL THREE DOGS PREMIUM ESPECIAL ORIGINAL PARA CÃES FILHOTES RAÇAS PEQUENAS E MINI 3 KG,CÃES,PEQUENO,FILHOTE,ALIMENTOS,00:00.0,1
317773,262003,7908276702914,ROUPA CIRÚRGICA GATO DUO DRY ROSA Nº 0,GATOS,PEQUENO,FILHOTE|ADULTO|SÊNIOR,BAZAR,00:00.0,1
63631,260683,7908276702549,ROUPA CIRÚRGICA REGULAR DUO DRY ROSA Nº6,CÃES,MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,BAZAR,00:00.0,1
1,260538,7896210500088,SABONETE PROVETS PREVEMPET PULGA E CARRAPATOS 80 G - PARA CÃES,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
12578,17192,7896029022245,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES ADULTOS RAÇAS PEQUENAS 100 G,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,4
12578,25597,7896029022276,RAÇÃO ÚMIDA PEDIGREE SACHÊ CORDEIRO AO MOLHO PARA CÃES ADULTOS RAÇAS PEQUENAS 100 G,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,4
12578,259544,7898510457604,RAÇÃO SECA HERCOSUL THREE DOGS PREMIUM ESPECIAL ORIGINAL PARA CÃES ADULTOS RAÇAS PEQUENAS E MINI 3 KG,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
16401,261599,7908320400360,RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES SÊNIOR RAÇAS PEQUENAS E MINI 3 KG,CÃES,PEQUENO,SÊNIOR,ALIMENTOS,00:00.0,1
33766,266146,7896273808794,"SACHÊ KELCAT CARNE, ERVILHA E CENOURA 85G",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
69,266146,7896273808794,"SACHÊ KELCAT CARNE, ERVILHA E CENOURA 85G",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,14
307475,266146,7896273808794,"SACHÊ KELCAT CARNE, ERVILHA E CENOURA 85G",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
18588,266095,266095,SACO DE LIXO PET C3 REF EL-P41,CÃES|GATOS|RÉPTEIS|PÁSSAROS|ROEDORES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,CONSUMO INTERNO,00:00.0,1
21079,260738,70260738,SACOLA ECOLOGICA,CÃES|GATOS|RÉPTEIS|PÁSSAROS|ROEDORES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,BAZAR,00:00.0,1
1,260738,70260738,SACOLA ECOLOGICA,CÃES|GATOS|RÉPTEIS|PÁSSAROS|ROEDORES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,BAZAR,00:00.0,1
63638,261655,7908320400117,"RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES ADULTOS RAÇAS PEQUENAS E MINI 10,1KG",CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
317787,259323,7898256301469,RAÇÃO SECA GRANVITA QUATREE LIFE PARA CÃES ADULTOS RAÇAS PEQUENAS 10KG,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
1,260265,7898657610290,SANITARIO HIGIÊNICO MMA PET PARA CÃES - ROSA,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
1,260264,7898657610283,SANITÁRIO HIGIÊNICO MMA PET PARA CÃES - AZUL,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
317784,4681,7896006223429,SHAMPOO AGENER UNIÃO DR CLEAN SEBOTRAT S 200 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
15949,56047,7898348684579,SHAMPOO CATDOG  2 EM 1 PARA CÃES E GATOS 700 ML,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
15949,56046,7898348684616,SHAMPOO CATDOG MORANGO PARA CÃES E GATOS 700 ML,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
58078,56046,7898348684616,SHAMPOO CATDOG MORANGO PARA CÃES E GATOS 700 ML,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
17405,54211,7898359844276,SHAMPOO GENIAL PET UVA + ACAI 5 LITROS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
1,9860,7897940700014,SHAMPOO IMEVE ECTOMEVE ECTOPARASITICIDA 250 ML- PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
317578,9860,7897940700014,SHAMPOO IMEVE ECTOMEVE ECTOPARASITICIDA 250 ML- PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
307522,9860,7897940700014,SHAMPOO IMEVE ECTOMEVE ECTOPARASITICIDA 250 ML- PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
317783,51507,7898417651488,SHAMPOO LAVIZOO CETODINE ANTIFÚNGICO E ANTIBACTERIANO 500 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
14627,14348,7898601900248,SHAMPOO PET ESSENCE  HIPOALERGÊNICO 500 ML,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,2
1,9710,7898951290877,SHAMPOO PET ESSENCE ANTIOLEOSIDADE GATO 200 ML,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
1,9729,7898951290600,SHAMPOO PET ESSENCE COCADINHA PESCOCO 500 ML,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
1,9729,7898951290600,SHAMPOO PET ESSENCE COCADINHA PESCOCO 500 ML,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
63719,9729,7898951290600,SHAMPOO PET ESSENCE COCADINHA PESCOCO 500 ML,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
1,9732,7898951290648,SHAMPOO PET ESSENCE FAZENDO FESTA 500 ML,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,HIGIENE E BELEZA,00:00.0,1
1,260389,7898393752292,SHAMPOO SYNTEC MICODINE CETOCONAZOL E CLOREXIDINE 1 L -  PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
317766,840,7898393750427,SHAMPOO SYNTEC MICODINE CETOCONAZOL E CLOREXIDINE 500 ML -  PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
317785,840,7898393750427,SHAMPOO SYNTEC MICODINE CETOCONAZOL E CLOREXIDINE 500 ML -  PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
33024,14852,7898393751103,SHAMPOO SYNTEC PEROILA DERMATOLÓGICO 500 ML -  PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
56261,9323,7898053586465,SHAMPOO VETNIL PELO E DERME HIPOALERGÊNICO 320 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
270251,14130,7897515650584,SHAMPOO VIRBAC ALLERMYL GLYCO HIPOALERGÊNICO 500 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,9183,7898935931505,SISTEMA DE TERAPIA REAL H  HOMEOPET PRO RIM 30 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
15909,259113,7898935931949,SISTEMA DE TERAPIA REAL H HOMEOPET ALZHEIM PET 30 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,9181,7898935931376,SISTEMA DE TERAPIA REAL H HOMEOPET ANIZEN 30 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
15919,9181,7898935931376,SISTEMA DE TERAPIA REAL H HOMEOPET ANIZEN 30 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
301551,9836,7898935931543,SISTEMA DE TERAPIA REAL H HOMEOPET EPI CONTROL 30 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,9186,7898935931444,SISTEMA DE TERAPIA REAL H HOMEOPET INTESTINAL 30 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
317765,9182,7898935931574,SISTEMA DE TERAPIA REAL H HOMEOPET PRO FÍGADO 30 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,266965,7899558701681,SNACK BASSAR BALANCE CONTROL ARTICULACOES 65G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,266967,7899558701704,SNACK BASSAR BALANCE CONTROL CALMING 65G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
22161,266963,7899558701667,SNACK DENTAL CARE BASSAR 45G C/3UN,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
15909,54016,7896029052327,PETISCO PEDIGREE DENTASTIX STICK CUIDADO ORAL PARA CÃES ADULTOS RAÇAS PEQUENAS 45 G - 3 UNIDADES,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
1,10277,7898393750908,SOLUÇO OTOLÓGICA SYNTEC AURITEC LIMPEZA AURICULAR 100 ML -  PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,10277,7898393750908,SOLUÇO OTOLÓGICA SYNTEC AURITEC LIMPEZA AURICULAR 100 ML -  PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,10277,7898393750908,SOLUÇO OTOLÓGICA SYNTEC AURITEC LIMPEZA AURICULAR 100 ML -  PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,10277,7898393750908,SOLUÇO OTOLÓGICA SYNTEC AURITEC LIMPEZA AURICULAR 100 ML -  PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
16361,258409,7898510457581,RAÇÃO SECA HERCOSUL THREE DOGS PREMIUM ESPECIAL ORIGINAL PARA CÃES ADULTOS RAÇAS MÉDIAS E GRANDES 20 KG,CÃES,MÉDIO|GRANDE,ADULTO,ALIMENTOS,00:00.0,1
33567,197,7898315810413,SOLUÇÃO DUPRAT TIURAN SARNICIDA 100 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
64402,51371,7898006194464,SOLUÇÃO OFTÁLMICA UCBVET COLÍRIO ALLEQUA 10 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
15919,1873,7898043431416,SOLUÇÃO OTOLÓGICA E DERMATOLÓGICA CEVA OTODEM PLUS 20 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
270433,5993,7898053586175,SOLUÇÃO OTOLÓGICA VETNIL AURIVET CLEAN LIMPEZA AURICULAR 120 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
270997,5993,7898053586175,SOLUÇÃO OTOLÓGICA VETNIL AURIVET CLEAN LIMPEZA AURICULAR 120 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
271468,5993,7898053586175,SOLUÇÃO OTOLÓGICA VETNIL AURIVET CLEAN LIMPEZA AURICULAR 120 ML - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
302317,259807,7898939143324,SPRAY ANTISSÉPTICO SYNTEC PETIOLATE 50 ML -  PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
18811,13757,7898549750431,SUPLEMENTO ALIMENTAR AVERT CONDROPLEX 1000 G -  60 COMPRIMIDOS - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,18062,7896112401094,SUPLEMENTO ALIMENTAR AVERT CONDROPLEX 1000 G - 60 CÁPSULAS - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
14627,13754,7898549750622,SUPLEMENTO ALIMENTAR AVERT OGRAX 3 500 MG - 30 CÁPSULAS - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
33456,13754,7898549750622,SUPLEMENTO ALIMENTAR AVERT OGRAX 3 500 MG - 30 CÁPSULAS - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
270251,13754,7898549750622,SUPLEMENTO ALIMENTAR AVERT OGRAX 3 500 MG - 30 CÁPSULAS - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,13754,7898549750622,SUPLEMENTO ALIMENTAR AVERT OGRAX 3 500 MG - 30 CÁPSULAS - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
64402,261706,7896112402251,"SUPLEMENTO ALIMENTAR AVERT OGRAX DERME 10 EPA, DHA E GLA - 30 CÁPSULAS - PARA CÃES E GATOS",CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,1927,7898936195029,"SUPLEMENTO ALIMENTAR INOVET GLUTAMAX GP 40 ML - PARA CÂES, GATOS,  RÉPTEIS E PÁSSAROS",CÃES|GATOS|RÉPTEIS|PÁSSAROS|ROEDORES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
317529,10359,7898936195012,SUPLEMENTO ALIMENTAR INOVET GLUTAMAX PET 10 ML - PARA CÂES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
64370,55834,7898936195319,"SUPLEMENTO ALIMENTAR INOVET TARGIMAX 10 10 ML - PARA CÃES, GATOS, PÁSSAROS, FURÕES, RÉPTEIS E ROEDORES",CÃES|GATOS|RÉPTEIS|PÁSSAROS|ROEDORES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
20400,55264,7897085903035,SUPLEMENTO ALIMENTAR MUNDO ANIMAL NUTRISANA SPIRULINA - 30 COMRIMIDOS - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
15597,1437,7898195860638,SUPLEMENTO ORGANNACT PROMUN DOG PÓ 50 G - PARA CÃES,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
307775,9911,7896210503027,SUPLEMENTO PROVETS CANTOLINDO POLIVITAMÍNICO 30 ML - PARA AVES E PÁSSAROS,PÁSSAROS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
307775,260529,7896210501108,SUPLEMENTO PROVETS CANTOLINDO VERMÍFUGO 15 ML - PARA AVES,PÁSSAROS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
1,260530,7896210500804,SUPLEMENTO PROVETS CANTOLINDO VIAS AEREAS 10 ML - PARA AVES E PÁSSAROS,PÁSSAROS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
311878,1335,7898053599472,"SUPLEMENTO VETNIL CAL-D-MIX 100 ML- PARA CÃES, GATOS E MUSTALÍDEOS",CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
270997,908,7898053585291,"SUPLEMENTO VETNIL GLICOPAN GOLD 250 ML - PARA CÃES, GATOS, AVES, MUSTELÍDEOS E RÉPTEIS",CÃES|GATOS|RÉPTEIS|PÁSSAROS|ROEDORES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
15576,1788,7898053585161,SUPLEMENTO VETNIL HEPVET - 30 COMPRIMIDOS - PARA CÃES E GATOS,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,FARMÁCIA,00:00.0,1
